path,width,height
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_643/lumos_x_643_1.Dcm,1782,2304
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_643/lumos_x_643_2.Dcm,1883,2107
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_620/lumos_x_620_1.Dcm,1762,2998
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_620/lumos_x_620_2.Dcm,1400,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_627/lumos_x_627_1.Dcm,1667,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_627/lumos_x_627_2.Dcm,1953,2622
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_618/lumos_x_618_1.Dcm,1952,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_618/lumos_x_618_2.Dcm,1982,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_611/lumos_x_611_1.Dcm,1479,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_611/lumos_x_611_2.Dcm,1879,2725
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_616/lumos_x_616_1.Dcm,1382,2336
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_616/lumos_x_616_2.Dcm,1781,2047
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_629/lumos_x_629_1.Dcm,1481,2339
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_629/lumos_x_629_2.Dcm,1728,2614
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_642/lumos_x_642_1.Dcm,1679,2958
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_642/lumos_x_642_2.Dcm,1419,2409
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_645/lumos_x_645_1.Dcm,1748,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_645/lumos_x_645_2.Dcm,1746,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_630/lumos_x_630_1.Dcm,1673,2951
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_630/lumos_x_630_2.Dcm,1677,2974
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_608/lumos_x_608_1.Dcm,1620,3295
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_608/lumos_x_608_2.Dcm,1952,2887
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_637/lumos_x_637_1.Dcm,1619,2652
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_637/lumos_x_637_2.Dcm,1591,2669
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_601/lumos_x_601_1.Dcm,1706,2970
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_601/lumos_x_601_2.Dcm,1715,2985
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_639/lumos_x_639_1.Dcm,2274,2938
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_639/lumos_x_639_2.Dcm,2657,2930
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_639/lumos_x_639_3.Dcm,1688,2941
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_606/lumos_x_606_1.Dcm,1500,2965
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_606/lumos_x_606_2.Dcm,1649,2969
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_652/lumos_x_652_1.Dcm,1373,2230
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_652/lumos_x_652_2.Dcm,1368,2109
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_655/lumos_x_655_1.Dcm,1614,2708
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_655/lumos_x_655_2.Dcm,1731,2707
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_663/lumos_x_663_1.Dcm,1768,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_663/lumos_x_663_2.Dcm,1751,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_664/lumos_x_664_1.Dcm,1374,2478
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_664/lumos_x_664_2.Dcm,1764,2507
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_638/lumos_x_638_1.Dcm,1877,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_638/lumos_x_638_2.Dcm,1814,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_607/lumos_x_607_1.Dcm,1688,2991
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_607/lumos_x_607_2.Dcm,2128,2982
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_609/lumos_x_609_1.Dcm,1770,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_609/lumos_x_609_2.Dcm,1778,2974
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_636/lumos_x_636_1.Dcm,1594,2704
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_636/lumos_x_636_2.Dcm,1615,2623
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_631/lumos_x_631_1.Dcm,1745,2989
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_631/lumos_x_631_2.Dcm,1338,2464
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_665/lumos_x_665_1.Dcm,1728,2940
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_665/lumos_x_665_2.Dcm,1746,2944
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_662/lumos_x_662_1.Dcm,1767,2646
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_662/lumos_x_662_2.Dcm,1713,2780
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_654/lumos_x_654_1.Dcm,1372,2664
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_654/lumos_x_654_2.Dcm,1577,2499
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_653/lumos_x_653_1.Dcm,1736,2943
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_653/lumos_x_653_2.Dcm,1725,2940
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_571/lumos_x_571_1.Dcm,1276,2586
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_571/lumos_x_571_2.Dcm,1594,2087
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_585/lumos_x_585_1.Dcm,1424,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_585/lumos_x_585_2.Dcm,1837,2984
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_582/lumos_x_582_1.Dcm,1776,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_582/lumos_x_582_2.Dcm,1780,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_576/lumos_x_576_1.Dcm,1730,2994
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_576/lumos_x_576_2.Dcm,1847,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_549/lumos_x_549_1.Dcm,1777,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_549/lumos_x_549_2.Dcm,1690,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_547/lumos_x_547_1.Dcm,1741,2969
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_547/lumos_x_547_2.Dcm,1761,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_578/lumos_x_578_1.Dcm,1768,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_578/lumos_x_578_2.Dcm,2163,2892
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_546/lumos_x_546_1.Dcm,1724,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_546/lumos_x_546_2.Dcm,1727,2989
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_579/lumos_x_579_1.Dcm,1619,2832
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_579/lumos_x_579_2.Dcm,1567,2470
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_541/lumos_x_541_1.Dcm,1800,2622
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_541/lumos_x_541_2.Dcm,1782,2381
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_577/lumos_x_577_1.Dcm,1699,2996
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_577/lumos_x_577_2.Dcm,1706,2998
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_583/lumos_x_583_1.Dcm,1520,2722
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_583/lumos_x_583_2.Dcm,1614,2804
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_548/lumos_x_548_1.Dcm,1708,2989
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_548/lumos_x_548_2.Dcm,2128,2993
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_584/lumos_x_584_1.Dcm,1546,2804
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_584/lumos_x_584_2.Dcm,1763,2594
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_570/lumos_x_570_1.Dcm,1707,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_570/lumos_x_570_2.Dcm,1748,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_599/lumos_x_599_1.Dcm,1740,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_599/lumos_x_599_2.Dcm,1730,2992
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_552/lumos_x_552_1.Dcm,1746,2989
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_552/lumos_x_552_2.Dcm,2062,2996
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_555/lumos_x_555_1.Dcm,1450,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_555/lumos_x_555_2.Dcm,1529,2975
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_563/lumos_x_563_1.Dcm,1527,2589
